,epochs,training_loss,lr,rec_train_losses,pde_train_losses,ic_train_losses,bc_train_losses,weight_rec,weight_pde,weight_ic,weight_bc
148,148,0.005951918821665458,0.001,0.0,0.004658177771489136,0.004099212877918035,0.009098365408135578,1.0,1.0,1.0,1.0
149,149,0.005935225955909118,0.001,0.0,0.004618074628524482,0.0041385212243767455,0.009049081621924415,1.0,1.0,1.0,1.0
150,150,0.005903242534259334,0.001,0.0,0.00464230302895885,0.004108522298338357,0.00895890177343972,1.0,1.0,1.0,1.0
151,151,0.005914516659686342,0.001,0.0,0.004599497697199695,0.004116260111914016,0.009027791616972536,1.0,1.0,1.0,1.0
152,152,0.005876041206647642,0.001,0.0,0.004592987097566947,0.004105319269001484,0.008929816773161292,1.0,1.0,1.0,1.0
153,153,0.005923207048908807,0.001,0.0,0.004636140365619212,0.004070544840942603,0.009062935394467786,1.0,1.0,1.0,1.0
154,154,0.005891601424082182,0.001,0.0,0.004613398894434795,0.004092196715646423,0.008969208225607872,1.0,1.0,1.0,1.0
155,155,0.005860728619154543,0.001,0.0,0.004606854490702972,0.004038231185404584,0.008937099570175633,1.0,1.0,1.0,1.0
156,156,0.005852709597093053,0.001,0.0,0.004577183121000417,0.004038704275444616,0.008942240936448798,1.0,1.0,1.0,1.0
157,157,0.005878079726244323,0.001,0.0,0.004571765530272387,0.004045348025101703,0.009017125121317804,1.0,1.0,1.0,1.0
158,158,0.0058270986774005,0.001,0.0,0.004552866812446155,0.004009349620901048,0.008919079205952585,1.0,1.0,1.0,1.0
159,159,0.005795326185761951,0.001,0.0,0.004569602562696673,0.003965224575949833,0.008851150894770399,1.0,1.0,1.0,1.0
160,160,0.0057889588351827115,0.001,0.0,0.004528484641923569,0.003989833319792524,0.008848557859892026,1.0,1.0,1.0,1.0
161,161,0.005788788519566879,0.001,0.0,0.004494701308431104,0.004034096433315426,0.00883756740950048,1.0,1.0,1.0,1.0
162,162,0.005750371696194634,0.001,0.0,0.004544583774986677,0.003925550801795907,0.008780979871517047,1.0,1.0,1.0,1.0
163,163,0.005694999024854042,0.001,0.0,0.004482095711864531,0.003898416667652782,0.008704484265763313,1.0,1.0,1.0,1.0
164,164,0.0057170358777511865,0.001,0.0,0.004493276457651518,0.003923177682736423,0.008734653063584119,1.0,1.0,1.0,1.0
165,165,0.005722395275370218,0.001,0.0,0.0045075868256390095,0.003946138560422696,0.008713459799764678,1.0,1.0,1.0,1.0
166,166,0.005696191394235939,0.001,0.0,0.004461764998268336,0.003942366492992733,0.008684442233061418,1.0,1.0,1.0,1.0
167,167,0.005681582086253911,0.001,0.0,0.004467308026505634,0.003926984965801239,0.008650452713482082,1.0,1.0,1.0,1.0
168,168,0.005723512193071656,0.001,0.0,0.004450409323908389,0.003965925447118934,0.008754201233386993,1.0,1.0,1.0,1.0
169,169,0.005671534730936401,0.001,0.0,0.004484582153963856,0.003846249121124856,0.008683772583026439,1.0,1.0,1.0,1.0
170,170,0.005640263741952367,0.001,0.0,0.0045161463058320805,0.003871679298754316,0.008532965206541121,1.0,1.0,1.0,1.0
171,171,0.005676243017660454,0.001,0.0,0.004444360441993922,0.0038590369222220033,0.008725331164896488,1.0,1.0,1.0,1.0
172,172,0.005652407737215981,0.001,0.0,0.004465174497454427,0.0038234933235798962,0.008668554859468713,1.0,1.0,1.0,1.0
173,173,0.005646253383019939,0.001,0.0,0.0044153775670565665,0.0038821842535980977,0.00864119769539684,1.0,1.0,1.0,1.0
174,174,0.0056163846456911415,0.001,0.0,0.004415260686073452,0.0038241618021856993,0.008609730779426172,1.0,1.0,1.0,1.0
175,175,0.005641995303449221,0.001,0.0,0.004425643521244638,0.00383716139185708,0.008663180429721251,1.0,1.0,1.0,1.0
176,176,0.005579823700827546,0.001,0.0,0.0043762481363955885,0.003822908336587716,0.008540314098354429,1.0,1.0,1.0,1.0
177,177,0.005598391071544029,0.001,0.0,0.004414278664626181,0.0038343674241332337,0.008546526863938197,1.0,1.0,1.0,1.0
178,178,0.005586657833191566,0.001,0.0,0.004376605123979971,0.0038022168882889673,0.008581151108955964,1.0,1.0,1.0,1.0
179,179,0.005584735699812882,0.001,0.0,0.004407839209306985,0.0037766154782730155,0.008569751837057993,1.0,1.0,1.0,1.0
180,180,0.005564670238527469,0.001,0.0,0.004411732195876539,0.003773993710638024,0.008508284314302728,1.0,1.0,1.0,1.0
181,181,0.005547658773139119,0.001,0.0,0.00437780428910628,0.0037640851296600886,0.008501086558680981,1.0,1.0,1.0,1.0
182,182,0.005536433789529838,0.001,0.0,0.0043348429462639615,0.003756873615202494,0.008517584501532838,1.0,1.0,1.0,1.0
183,183,0.005533313218620606,0.001,0.0,0.004349006150732748,0.0037620470247929916,0.008488886145642027,1.0,1.0,1.0,1.0
184,184,0.005547145425225608,0.001,0.0,0.0043563417420955375,0.0037808878769283183,0.00850420622737147,1.0,1.0,1.0,1.0
185,185,0.005485107263666578,0.001,0.0,0.0043228627619100735,0.00371432576503139,0.008418132667429745,1.0,1.0,1.0,1.0
186,186,0.0055191750871017575,0.001,0.0,0.0043618964264169335,0.003763949149288237,0.008431679132627323,1.0,1.0,1.0,1.0
187,187,0.005509799753781408,0.001,0.0,0.00431016537186224,0.003729428819497116,0.00848980457521975,1.0,1.0,1.0,1.0
188,188,0.005486694964929484,0.001,0.0,0.004350704592070542,0.0037019391893409193,0.008407440647715703,1.0,1.0,1.0,1.0
189,189,0.0054823252285132185,0.001,0.0,0.004317916493164375,0.003749422663531732,0.008379636041354388,1.0,1.0,1.0,1.0
190,190,0.005458570565679111,0.001,0.0,0.004284723792807199,0.003712534140504431,0.008378453436307609,1.0,1.0,1.0,1.0
191,191,0.005462800603709184,0.001,0.0,0.004294876052881591,0.003702493428136222,0.008391031908104196,1.0,1.0,1.0,1.0
192,192,0.005442294699605554,0.001,0.0,0.0042639443126972765,0.003708674274093937,0.008354265155503526,1.0,1.0,1.0,1.0
193,193,0.005487466856720857,0.001,0.0,0.0042823239346034825,0.00371059247845551,0.00846948369871825,1.0,1.0,1.0,1.0
194,194,0.005452544181025587,0.001,0.0,0.004273987884516828,0.003699829292600043,0.00838381503126584,1.0,1.0,1.0,1.0
195,195,0.005430074685136788,0.001,0.0,0.0043118059111293405,0.003654329186247196,0.008324088470544666,1.0,1.0,1.0,1.0
196,196,0.005434158185380511,0.001,0.0,0.00425472175993491,0.003686020187160466,0.008361732034245506,1.0,1.0,1.0,1.0
197,197,0.005419937893748283,0.001,0.0,0.004295032194931991,0.0036419120733626187,0.008322869020048529,1.0,1.0,1.0,1.0
198,198,0.0053934008901705965,0.001,0.0,0.0042565881885821,0.003652267128927633,0.008271346756373532,1.0,1.0,1.0,1.0
199,199,0.005404057228588499,0.001,0.0,0.004226158809615299,0.0036511421276372857,0.008334870246471837,1.0,1.0,1.0,1.0
200,200,0.005425792856840417,0.001,0.0,0.004240264061081689,0.0036496000684564933,0.00838751412811689,1.0,1.0,1.0,1.0
201,201,0.0054555542301386595,0.001,0.0,0.004261222406057641,0.0036404782367753796,0.008464961691061035,1.0,1.0,1.0,1.0
202,202,0.005371335311792791,0.001,0.0,0.004211646868498065,0.003636744622781407,0.00826561395660974,1.0,1.0,1.0,1.0
203,203,0.005361825693398714,0.001,0.0,0.004223409167025238,0.003647668127086945,0.008214399131247774,1.0,1.0,1.0,1.0
204,204,0.0053687905019614846,0.001,0.0,0.004239053771016188,0.0036018968021380715,0.008265420299721882,1.0,1.0,1.0,1.0
205,205,0.005384088653954677,0.001,0.0,0.004217429217533208,0.003624854391091503,0.008309982149512507,1.0,1.0,1.0,1.0
206,206,0.005326300393790007,0.001,0.0,0.004176883106993046,0.00359935484448215,0.008202662895200774,1.0,1.0,1.0,1.0
207,207,0.005319773190421984,0.001,0.0,0.0042091720388270915,0.003551048765075393,0.008199098374461755,1.0,1.0,1.0,1.0
208,208,0.005334774265065789,0.001,0.0,0.0041846509266179055,0.003610601299442351,0.008209070219891146,1.0,1.0,1.0,1.0
209,209,0.005345631594536826,0.001,0.0,0.004208791317068972,0.0035810175904771313,0.008247085323091596,1.0,1.0,1.0,1.0
210,210,0.005287623906042427,0.001,0.0,0.00415312490076758,0.0035490210211719386,0.008160725425113924,1.0,1.0,1.0,1.0
211,211,0.00535540736746043,0.001,0.0,0.00416827094159089,0.003603958561143372,0.008293992286780849,1.0,1.0,1.0,1.0
212,212,0.005284939092234708,0.001,0.0,0.004117919692362193,0.0035801387057290412,0.008156758340192027,1.0,1.0,1.0,1.0
213,213,0.005295908966218121,0.001,0.0,0.004115549279958941,0.003546337080479134,0.008225840007071383,1.0,1.0,1.0,1.0
214,214,0.005249074209132232,0.001,0.0,0.004112875860300846,0.0035273444664198905,0.008107001995085739,1.0,1.0,1.0,1.0
