,epochs,training_loss,lr,rec_train_losses,pde_train_losses,ic_train_losses,bc_train_losses,weight_rec,weight_pde,weight_ic,weight_bc
125,125,0.03123361023608595,0.001,0.0,0.037026249803602695,0.05153466889169067,0.005139909597346559,1.0,1.0,1.0,1.0
126,126,0.03076946799410507,0.001,0.0,0.03719942469615489,0.04990533541422337,0.005203641019761562,1.0,1.0,1.0,1.0
127,127,0.030490767385344952,0.001,0.0,0.03658805158920586,0.04982208658475429,0.0050621621194295585,1.0,1.0,1.0,1.0
128,128,0.030298672267235816,0.001,0.0,0.036598702194169164,0.04921919037587941,0.005078121539554559,1.0,1.0,1.0,1.0
129,129,0.030419735936447978,0.001,0.0,0.03658581187482923,0.04966389236506075,0.005009501270251349,1.0,1.0,1.0,1.0
130,130,0.03044587466865778,0.001,0.0,0.03676747914869338,0.04958117019850761,0.004988971704733558,1.0,1.0,1.0,1.0
131,131,0.030575686309020966,0.001,0.0,0.03706256620353088,0.04965851653832942,0.005005973944207653,1.0,1.0,1.0,1.0
132,132,0.030521753418724984,0.001,0.0,0.03648162120953202,0.050034042447805405,0.005049594954471104,1.0,1.0,1.0,1.0
133,133,0.030382347234990448,0.001,0.0,0.03694462054409087,0.0491844757925719,0.005017941162805073,1.0,1.0,1.0,1.0
134,134,0.030183928785845637,0.001,0.0,0.03635602706344798,0.04926931648515165,0.004926441251882352,1.0,1.0,1.0,1.0
135,135,0.029951784992590547,0.001,0.0,0.036093629139941186,0.048980777501128614,0.0047809452371438965,1.0,1.0,1.0,1.0
136,136,0.03020233887946233,0.001,0.0,0.03646633552853018,0.04930962761864066,0.004831052268855274,1.0,1.0,1.0,1.0
137,137,0.03012932388810441,0.001,0.0,0.03679324977565557,0.04868972336407751,0.004904995861579664,1.0,1.0,1.0,1.0
138,138,0.030227757815737277,0.001,0.0,0.0369686254998669,0.048974368488416076,0.004740277014207095,1.0,1.0,1.0,1.0
139,139,0.030192931881174445,0.001,0.0,0.03685267164837569,0.048975286539644,0.004750836553284898,1.0,1.0,1.0,1.0
140,140,0.03029906825395301,0.001,0.0,0.03733675566036254,0.04883376555517316,0.00472668025031453,1.0,1.0,1.0,1.0
141,141,0.030333536386024207,0.001,0.0,0.037182041676715016,0.04918520792853087,0.004633358810679056,1.0,1.0,1.0,1.0
142,142,0.029794814414344728,0.001,0.0,0.03642271214630455,0.04829417681321502,0.004667552246246487,1.0,1.0,1.0,1.0
143,143,0.030030360911041498,0.001,0.0,0.0366675914847292,0.04884213744662702,0.004581352906825487,1.0,1.0,1.0,1.0
144,144,0.029827911348547786,0.001,0.0,0.03673485142644495,0.04813459317665547,0.004614287041476928,1.0,1.0,1.0,1.0
145,145,0.029791171196848154,0.001,0.0,0.036575067904777825,0.04823616100475192,0.004562281115795486,1.0,1.0,1.0,1.0
146,146,0.02974867942975834,0.001,0.0,0.03705162322148681,0.04770386475138366,0.004490548402827699,1.0,1.0,1.0,1.0
147,147,0.029501800192520022,0.001,0.0,0.03610371652757749,0.04803786484990269,0.004363817512057722,1.0,1.0,1.0,1.0
148,148,0.029665136011317372,0.001,0.0,0.036919104342814535,0.04768970503937453,0.004386596177937463,1.0,1.0,1.0,1.0
149,149,0.02973560569807887,0.001,0.0,0.03669268172234297,0.0481907594949007,0.004323373461375013,1.0,1.0,1.0,1.0
150,150,0.02988674765219912,0.001,0.0,0.03689775743987411,0.048353526392020285,0.004408956170664169,1.0,1.0,1.0,1.0
151,151,0.029465890489518642,0.001,0.0,0.03611357830232009,0.04794649931136519,0.0043375923414714634,1.0,1.0,1.0,1.0
152,152,0.02942877192981541,0.001,0.0,0.03674108686391264,0.047409755643457174,0.004135469724133145,1.0,1.0,1.0,1.0
153,153,0.029483712511137128,0.001,0.0,0.037215554097201675,0.04700203216634691,0.004233548643242102,1.0,1.0,1.0,1.0
154,154,0.029400374041870236,0.001,0.0,0.036069364519789815,0.04798818856943399,0.004143567268329207,1.0,1.0,1.0,1.0
155,155,0.029512841952964664,0.001,0.0,0.03713481093291193,0.047350846230983734,0.004052865471749101,1.0,1.0,1.0,1.0
156,156,0.029443924082443118,0.001,0.0,0.03668049559928477,0.047651369823142886,0.003999904489319306,1.0,1.0,1.0,1.0
157,157,0.029064099537208676,0.001,0.0,0.03599589836085215,0.04714207258075476,0.004054325741890352,1.0,1.0,1.0,1.0
158,158,0.028988631966058165,0.001,0.0,0.03675880009541288,0.04629801760893315,0.003909076462150551,1.0,1.0,1.0,1.0
159,159,0.028994054067879915,0.001,0.0,0.03687804989749566,0.04624113265890628,0.003862977224343922,1.0,1.0,1.0,1.0
160,160,0.029280557646416128,0.001,0.0,0.036493280495051295,0.04750143177807331,0.003846959582006093,1.0,1.0,1.0,1.0
161,161,0.028970201674383134,0.001,0.0,0.036471941391937435,0.04658181988634169,0.003856841918604914,1.0,1.0,1.0,1.0
162,162,0.029118343256413937,0.001,0.0,0.03690996178193018,0.04673341230954975,0.0037116551684448496,1.0,1.0,1.0,1.0
163,163,0.028559381084050983,0.001,0.0,0.03634138323832303,0.045706420787610114,0.0036303377128206193,1.0,1.0,1.0,1.0
164,164,0.028680732531938702,0.001,0.0,0.03648911911295727,0.045937371090985835,0.0036157054637442343,1.0,1.0,1.0,1.0
165,165,0.028747182514052838,0.001,0.0,0.03670464496826753,0.045907870517112315,0.0036290290008764714,1.0,1.0,1.0,1.0
166,166,0.028672298532910645,0.001,0.0,0.036343256128020585,0.04615055664908141,0.003523080413287971,1.0,1.0,1.0,1.0
167,167,0.028472864243667573,0.001,0.0,0.03639369789743796,0.04557419416960329,0.0034506996380514465,1.0,1.0,1.0,1.0
168,168,0.028305824322160333,0.001,0.0,0.035891106934286654,0.045568546396680176,0.003457819031609688,1.0,1.0,1.0,1.0
169,169,0.02831250987946987,0.001,0.0,0.03653418330941349,0.04499259206932038,0.003410751996852923,1.0,1.0,1.0,1.0
170,170,0.028037074313033372,0.001,0.0,0.03636681835632771,0.04433412756770849,0.003410275370697491,1.0,1.0,1.0,1.0
171,171,0.028208082483615726,0.001,0.0,0.03641737310681492,0.0449011146556586,0.0033057582259061746,1.0,1.0,1.0,1.0
172,172,0.02815448254114017,0.001,0.0,0.03579344041645527,0.04541073529981077,0.003259269244153984,1.0,1.0,1.0,1.0
173,173,0.028283337655011564,0.001,0.0,0.036613077274523675,0.04486324160825461,0.0033736917466740124,1.0,1.0,1.0,1.0
174,174,0.027885953546501696,0.001,0.0,0.0356623096158728,0.044736605254001915,0.003258943666878622,1.0,1.0,1.0,1.0
175,175,0.02811110921902582,0.001,0.0,0.036344823078252375,0.044842884759418666,0.0031456178912776522,1.0,1.0,1.0,1.0
176,176,0.028501052234787494,0.001,0.0,0.03752153815003112,0.044818009715527296,0.003163606917951256,1.0,1.0,1.0,1.0
177,177,0.02804148697759956,0.001,0.0,0.03642449452308938,0.04451643896754831,0.0031835246554692276,1.0,1.0,1.0,1.0
178,178,0.028297919780015945,0.001,0.0,0.03638111933832988,0.045362641219981015,0.0031499977048952132,1.0,1.0,1.0,1.0
179,179,0.028793876175768673,0.001,0.0,0.036870983720291406,0.046404515160247684,0.0031061275367392227,1.0,1.0,1.0,1.0
180,180,0.028393240994773805,0.001,0.0,0.036618576385080814,0.045405392185784876,0.0031557516631437466,1.0,1.0,1.0,1.0
181,181,0.028305566811468452,0.001,0.0,0.03656968928407878,0.04530713404528797,0.00303987452207366,1.0,1.0,1.0,1.0
182,182,0.02829065074911341,0.001,0.0,0.035817377269268036,0.04607358842622489,0.002980984150781296,1.0,1.0,1.0,1.0
183,183,0.028655008878558874,0.001,0.0,0.03757847682572901,0.04535864549688995,0.003027901824680157,1.0,1.0,1.0,1.0
184,184,0.02816782472655177,0.001,0.0,0.03670163289643824,0.044833821593783796,0.0029680189545615576,1.0,1.0,1.0,1.0
185,185,0.028116343135479838,0.001,0.0,0.03632642747834325,0.04495528608094901,0.003067314508371055,1.0,1.0,1.0,1.0
186,186,0.027805623540189117,0.001,0.0,0.03595764411147684,0.04444802016951144,0.003011203538335394,1.0,1.0,1.0,1.0
187,187,0.02716900664381683,0.001,0.0,0.03519947157474235,0.04340084595605731,0.0029067011128063314,1.0,1.0,1.0,1.0
188,188,0.02770986728137359,0.001,0.0,0.037100412882864475,0.043113650172017515,0.0029155378870200366,1.0,1.0,1.0,1.0
189,189,0.027402147999964654,0.001,0.0,0.03504053707001731,0.044238765025511384,0.0029271397143020295,1.0,1.0,1.0,1.0
190,190,0.027067028160672635,0.001,0.0,0.03512506268452853,0.04317450022790581,0.002901520019804593,1.0,1.0,1.0,1.0
191,191,0.02784998615970835,0.001,0.0,0.036796572676394135,0.04386996163520962,0.0028834217591793276,1.0,1.0,1.0,1.0
192,192,0.027711301459930837,0.001,0.0,0.03669706481741741,0.04358876927290112,0.002848067946615629,1.0,1.0,1.0,1.0
193,193,0.028136378154158592,0.001,0.0,0.03622963291127235,0.04531093535479158,0.0028685645811492577,1.0,1.0,1.0,1.0
194,194,0.027366173628252,0.001,0.0,0.03622559749055654,0.04300453653559089,0.002868384988687467,1.0,1.0,1.0,1.0
195,195,0.027374792261980474,0.001,0.0,0.03542038216255605,0.04386712424457073,0.0028368674393277615,1.0,1.0,1.0,1.0
196,196,0.02731316926656291,0.001,0.0,0.03568870353046805,0.043446706724353135,0.0028040951801813208,1.0,1.0,1.0,1.0
197,197,0.02735273086000234,0.001,0.0,0.036287909373641014,0.042894844664260745,0.0028754361119354144,1.0,1.0,1.0,1.0
198,198,0.027230043313466012,0.001,0.0,0.035555451875552535,0.04330504161771387,0.0028296342279645614,1.0,1.0,1.0,1.0
199,199,0.027182224206626415,0.001,0.0,0.03584859461989254,0.042929296963848174,0.0027687780602718703,1.0,1.0,1.0,1.0
200,200,0.02705903915921226,0.001,0.0,0.03533513267757371,0.043061543023213744,0.0027804414348793216,1.0,1.0,1.0,1.0
201,201,0.027537050715181977,0.001,0.0,0.03650173294590786,0.043294563074596226,0.0028148545243311673,1.0,1.0,1.0,1.0
202,202,0.0277728695073165,0.001,0.0,0.03646761766867712,0.044015135732479393,0.002835852159478236,1.0,1.0,1.0,1.0
203,203,0.027287126169539988,0.001,0.0,0.03563927370123565,0.043436682666651905,0.0027854192740051076,1.0,1.0,1.0,1.0
204,204,0.027224332909099758,0.001,0.0,0.03578019613632932,0.04313740774523467,0.0027553926483960822,1.0,1.0,1.0,1.0
205,205,0.027189643471501768,0.001,0.0,0.035769521666225046,0.04302281734999269,0.0027765901686507277,1.0,1.0,1.0,1.0
206,206,0.02697741030715406,0.001,0.0,0.034802115871571004,0.04340354434680194,0.0027265692624496296,1.0,1.0,1.0,1.0
207,207,0.026746757328510284,0.001,0.0,0.03543210629140958,0.0420697113731876,0.0027384523418731987,1.0,1.0,1.0,1.0
208,208,0.027739641431253403,0.001,0.0,0.036945307336281985,0.043467051116749644,0.002806564894854091,1.0,1.0,1.0,1.0
209,209,0.026901161880232394,0.001,0.0,0.03491279640002176,0.043081584852188826,0.002709102976950817,1.0,1.0,1.0,1.0
210,210,0.026965250668581575,0.001,0.0,0.03603229171130806,0.042174623580649495,0.0026888342545134947,1.0,1.0,1.0,1.0
211,211,0.026699739857576787,0.001,0.0,0.034958011528942734,0.04245519498363137,0.002686011546757072,1.0,1.0,1.0,1.0
